elastic_FP,elastic_heap,tam,item
747,3,1493,15800
236,3,1494,26828
739,2,1495,15965
1037,1,1496,9584
840,2,1497,13391
1400,1,1498,2331
377,4,1499,23916
1058,1,1500,9099
1235,2,1501,5738
1476,1,1502,709
172,4,1503,28862
637,2,1504,18409
175,3,1505,28822
90,4,1506,30643
46,5,1507,31717
1371,1,1508,3045
1388,1,1509,2705
836,2,1510,13620
236,3,1511,26944
70,3,1512,31089
970,1,1513,11093
89,2,1514,30709
1346,1,1515,3615
933,1,1516,11949
372,3,1517,24145
966,1,1518,11310
790,1,1519,14889
735,1,1520,16312
1145,1,1521,7674
22,6,1522,32281
464,3,1523,22011
230,3,1524,27333
1441,1,1525,1922
553,2,1526,20136
474,4,1527,21778
509,3,1528,21106
47,4,1529,31719
353,3,1530,24695
15,7,1531,32491
896,1,1532,12886
516,2,1533,21040
530,1,1534,20736
500,3,1535,21352
722,1,1536,16857
15,9,1537,32500
905,1,1538,12814
1362,2,1539,3702
816,3,1540,14665
478,3,1541,21787
461,3,1542,22388
1358,2,1543,3821
978,3,1544,11562
702,3,1545,17384
980,1,1546,11518
1080,2,1547,9400
879,2,1548,13261
846,1,1549,13880
1041,1,1550,10408
1433,2,1551,2613
1451,1,1552,2340
108,5,1553,30468
983,1,1554,11534
1395,1,1555,3294
1085,2,1556,9428
757,2,1557,16173
189,4,1558,28708
1039,2,1559,10538
113,4,1560,30348
545,2,1561,20601
814,1,1562,14887
1185,1,1563,7598
789,2,1564,15509
731,2,1565,16856
1355,1,1566,4307
827,2,1567,14728
1052,1,1568,10411
354,3,1569,24813
1120,1,1570,8919
240,4,1571,27133
673,1,1572,18188
592,2,1573,19657
1489,1,1574,1926
624,2,1575,19297
413,3,1576,23502
986,2,1577,11770
1083,1,1578,9935
747,1,1579,16695
1034,1,1580,10869
960,1,1581,12228
396,2,1582,23919
440,4,1583,22938
416,4,1584,23493
1189,1,1585,7854
938,2,1586,12645
3,9,1587,32732
123,4,1588,30165
557,2,1589,20545
1039,1,1590,10918
737,2,1591,17004
1251,1,1592,6757
856,2,1593,14348
1128,1,1594,9235
969,1,1595,12285
11,8,1596,32625
589,1,1597,19947
1076,1,1598,10408
1402,2,1599,4068
482,4,1600,22023
1060,2,1601,10633
960,2,1602,12534
74,6,1603,31170
1356,1,1604,4949
110,5,1605,30500
497,1,1606,21715
1397,1,1607,4196
566,3,1608,20486
1065,2,1609,10640
705,2,1610,17744
326,4,1611,25575
946,1,1612,12751
1445,2,1613,3455
1156,2,1614,8939
787,2,1615,16160
1367,1,1616,4932
1170,1,1617,8703
1579,1,1618,1030
321,3,1619,25659
397,1,1620,24049
443,2,1621,23108
785,1,1622,16280
44,7,1623,31905
648,3,1624,19110
1033,2,1625,11432
569,3,1626,20515
783,3,1627,16416
49,6,1628,31762
1383,2,1629,4848
342,2,1630,25318
1331,1,1631,5958
1113,1,1632,10131
380,4,1633,24529
279,4,1634,26451
823,2,1635,15629
787,2,1636,16461
1463,1,1637,3507
948,1,1638,12995
1165,3,1639,9150
471,3,1640,22650
244,4,1641,27316
1492,1,1642,3177
1199,2,1643,8463
1040,2,1644,11520
712,1,1645,17904
910,1,1646,13700
1149,3,1647,9614
1453,1,1648,3913
1628,1,1649,512
765,4,1650,16857
1622,1,1651,835
1201,3,1652,8527
991,3,1653,12480
520,4,1654,21601
1566,2,1655,1937
1340,2,1656,6134
1278,2,1657,7253
1389,1,1658,5183
232,4,1659,27742
105,6,1660,30623
364,2,1661,24943
221,3,1662,28148
324,4,1663,25716
17,8,1664,32506
22,7,1665,32460
141,3,1666,29910
710,2,1667,18214
939,1,1668,13339
31,6,1669,32254
90,2,1670,30911
1251,2,1671,7990
709,2,1672,18385
1330,1,1673,6509
1184,1,1674,9218
1222,1,1675,8438
763,2,1676,17203
1639,1,1677,927
922,2,1678,13731
653,3,1679,19374
957,1,1680,13179
953,1,1681,13239
1080,1,1682,11207
872,2,1683,14910
704,2,1684,18456
446,2,1685,23356
175,4,1686,29289
295,3,1687,26372
1384,1,1688,5886
265,3,1689,26908
255,3,1690,27215
298,3,1691,26368
63,5,1692,31553
842,2,1693,15857
441,2,1694,23612
393,3,1695,24630
790,2,1696,16866
140,5,1697,30082
1087,1,1698,11368
826,3,1699,16212
1365,2,1700,6377
265,3,1701,27021
364,2,1702,25133
202,4,1703,28821
147,4,1704,29875
575,2,1705,20932
502,2,1706,22531
1268,1,1707,8165
410,2,1708,24462
1199,1,1709,9493
1168,1,1710,10158
766,3,1711,17478
294,4,1712,26499
1268,2,1713,8238
1183,2,1714,9910
79,5,1715,31346
1299,1,1716,7795
1437,1,1717,5441
1635,1,1718,1816
176,4,1719,29378
400,2,1720,24678
274,3,1721,26884
209,3,1722,28731
128,4,1723,30286
556,1,1724,21535
393,2,1725,24829
1224,1,1726,9253
741,4,1727,18262
487,5,1728,23028
1191,2,1729,9980
1678,1,1730,1263
397,5,1731,24801
452,4,1732,23772
1208,1,1733,9705
1542,1,1734,3702
492,4,1735,22947
916,1,1736,14794
1239,1,1737,9151
1409,1,1738,6228
233,6,1739,28196
1040,2,1740,12601
882,2,1741,15577
161,6,1742,29711
131,6,1743,30239
1435,1,1744,5896
1234,2,1745,9325
900,2,1746,15247
725,3,1747,18728
980,1,1748,13449
643,3,1749,20054
362,3,1750,25558
532,3,1751,22162
1525,1,1752,4309
324,4,1753,26134
297,4,1754,26603
152,5,1755,29840
1490,1,1756,4962
962,2,1757,14107
1304,1,1758,8215
1154,3,1759,10906
987,3,1760,13527
268,4,1761,27201
1409,1,1762,6484
70,6,1763,31507
1039,1,1764,12830
896,2,1765,15513
1756,1,1766,259
216,4,1767,28712
140,4,1768,30139
1501,1,1769,4969
91,4,1770,30941
222,3,1771,28667
1147,1,1772,11101
1537,1,1773,4467
317,2,1774,26412
1379,2,1775,7169
1051,2,1776,12723
1540,2,1777,4474
1458,2,1778,5947
863,2,1779,16296
442,3,1780,24193
1175,1,1781,10755
888,2,1782,15883
1533,1,1783,4670
743,2,1784,18675
1355,1,1785,7769
974,1,1786,14151
635,2,1787,20494
1601,1,1788,3633
412,1,1789,24787
1594,1,1790,3706
233,6,1791,28364
804,2,1792,17459
1663,1,1793,2649
1211,2,1794,10368
204,6,1795,28979
1594,1,1796,3799
267,4,1797,27429
1313,1,1798,8507
1373,2,1799,7660
1659,1,1800,2865
1451,2,1801,6343
1065,2,1802,12679
1378,1,1803,7602
1747,1,1804,1314
1383,1,1805,7532
1067,1,1806,12655
797,3,1807,17588
1167,1,1808,11052
1152,2,1809,11359
1674,1,1810,2721
1666,1,1811,2874
1009,2,1812,13444
6,9,1813,32720
1111,1,1814,12063
86,5,1815,31116
1141,1,1816,11625
817,2,1817,17365
303,3,1818,26680
1677,2,1819,2832
463,3,1820,23989
1052,2,1821,12974
1569,1,1822,4535
688,3,1823,19634
39,6,1824,32178
787,2,1825,17997
1524,1,1826,5466
946,2,1827,14984
1152,1,1828,11566
1310,1,1829,8982
947,1,1830,14981
1341,2,1831,8374
420,4,1832,24786
1361,2,1833,8163
1391,1,1834,7736
1800,1,1835,912
963,1,1836,14767
1623,2,1837,3915
323,4,1838,26431
604,2,1839,21247
72,5,1840,31514
1145,1,1841,11812
1704,1,1842,2728
260,3,1843,27942
1576,1,1844,4794
497,2,1845,23366
1027,1,1846,13434
1036,2,1847,13381
333,3,1848,26335
51,5,1849,31890
1244,1,1850,10404
937,2,1851,15325
450,3,1852,24341
1023,1,1853,13619
1123,1,1854,12340
634,4,1855,20757
506,4,1856,23290
634,3,1857,20772
335,5,1858,26313
399,3,1859,25180
1710,1,1860,2892
1736,1,1861,2546
52,7,1862,31819
1730,2,1863,2640
420,4,1864,24902
1760,1,1865,2244
911,2,1866,16089
864,3,1867,16862
1769,1,1868,2093
762,3,1869,18840
1859,1,1870,259
40,7,1871,32171
1440,1,1872,7462
841,3,1873,17359
1134,1,1874,12346
966,3,1875,15027
1496,1,1876,6474
60,5,1877,31724
1146,1,1878,12164
922,3,1879,15921
1361,1,1880,8700
402,4,1881,25241
751,2,1882,19061
1700,1,1883,3262
1074,2,1884,13178
1318,1,1885,9451
600,3,1886,21594
495,3,1887,23740
533,2,1888,22963
634,2,1889,20966
797,1,1890,18359
1792,1,1891,2037
275,3,1892,27481
96,6,1893,31044
89,6,1894,31220
903,2,1895,16512
72,6,1896,31542
1297,1,1897,10098
1029,1,1898,14163
1712,1,1899,3301
179,3,1900,29635
405,2,1901,25308
517,1,1902,23333
683,3,1903,20352
1653,1,1904,4343
1696,1,1905,3690
1018,1,1906,14398
492,4,1907,23851
1221,1,1908,11357
592,3,1909,21834
365,4,1910,26022
339,3,1911,26391
1684,1,1912,3945
1869,1,1913,1009
866,1,1914,17297
972,2,1915,15355
918,2,1916,16396
200,5,1917,29276
729,1,1918,19601
1355,3,1919,9329
68,7,1920,31622
398,2,1921,25500
1833,1,1922,1803
475,3,1923,24220
629,1,1924,21372
26,7,1925,32401
1255,1,1926,10984
47,6,1927,32015
1407,1,1928,8522
865,2,1929,17398
694,2,1930,20364
1227,2,1931,11498
876,2,1932,17306
1349,1,1933,9629
1060,1,1934,13836
1326,3,1935,10054
542,3,1936,23094
1394,2,1937,8956
1897,1,1938,923
655,2,1939,20948
180,5,1940,29722
1716,1,1941,3817
1941,1,1942,70
643,3,1943,21184
401,4,1944,25550
417,3,1945,25250
1219,1,1946,11746
1518,1,1947,7132
1219,1,1948,11762
903,2,1949,16912
771,2,1950,19266
1172,4,1951,12538
843,4,1952,17946
1630,2,1953,5453
1592,2,1954,6061
1229,3,1955,11673
1751,1,1956,3549
524,4,1957,23395
293,4,1958,27278
727,4,1959,19909
792,3,1960,18985
1549,2,1961,6743
190,6,1962,29550
29,6,1963,32312
1933,1,1964,729
1711,2,1965,4198
1074,2,1966,13856
1060,2,1967,14277
1962,1,1968,138
1821,1,1969,2702
1610,2,1970,5947
1301,2,1971,10743
517,3,1972,23722
1918,1,1973,1104
1780,2,1974,3278
105,5,1975,30965
586,1,1976,22481
169,4,1977,29877
840,1,1978,18254
1687,2,1979,4776
299,3,1980,27221
281,3,1981,27791
356,1,1982,26323
481,4,1983,24352
908,1,1984,17177
305,4,1985,27137
1726,1,1986,4228
700,3,1987,20532
1340,1,1988,10405
1922,1,1989,1345
119,5,1990,30800
1668,1,1991,5225
237,4,1992,28796
552,2,1993,23197
1154,1,1994,13024
229,4,1995,28950
1988,1,1996,169
618,2,1997,21948
414,2,1998,25545
1891,2,1999,1989
1756,2,2000,3996
928,2,2001,16935
1549,1,2002,7173
1845,1,2003,2779
1655,1,2004,5684
879,3,2005,17671
53,6,2006,31908
1399,2,2007,9596
1358,2,2008,10269
1421,1,2009,9265
219,3,2010,29119
1578,1,2011,6825
1388,1,2012,9820
29,6,2013,32351
1595,1,2014,6574
482,4,2015,24491
2015,1,2016,40
584,2,2017,22720
1285,1,2018,11386
1108,3,2019,13749
154,5,2020,30204
1403,2,2021,9652
133,5,2022,30613
1933,1,2023,1733
1716,1,2024,4842
1352,2,2025,10448
945,3,2026,16841
1887,1,2027,2507
715,3,2028,20530
539,4,2029,23593
1304,1,2030,11119
217,4,2031,29197
1660,1,2032,5907
1047,2,2033,15055
498,2,2034,24289
1269,2,2035,11722
1697,1,2036,5345
1702,1,2037,5271
1423,1,2038,9522
124,4,2039,30749
1695,1,2040,5464
735,2,2041,20254
1171,1,2042,13084
943,2,2043,16933
616,2,2044,22320
1092,1,2045,14346
942,1,2046,16953
1106,2,2047,14179
1807,1,2048,3825
777,2,2049,19603
819,1,2050,19062
457,4,2051,24931
1869,1,2052,3081
1617,2,2053,6723
257,6,2054,28614
1267,2,2055,11935
1157,2,2056,13340
1580,1,2057,7417
125,6,2058,30739
473,3,2059,24736
855,2,2060,18587
1014,2,2061,15924
523,2,2062,23930
1441,2,2063,9574
1350,2,2064,10904
590,4,2065,22926
716,3,2066,20663
484,4,2067,24586
1793,1,2068,4313
311,5,2069,27271
996,1,2070,16350
408,4,2071,25762
416,3,2072,25643
878,2,2073,18308
1148,1,2074,13645
1337,2,2075,11109
1137,2,2076,13816
1857,1,2077,3608
1495,1,2078,8926
1015,2,2079,16144
2014,1,2080,1308
1466,2,2081,9345
286,4,2082,28001
312,3,2083,27272
911,1,2084,17653
183,5,2085,29814
799,1,2086,19529
325,3,2087,27072
576,2,2088,23225
952,2,2089,17184
709,2,2090,20901
1522,1,2091,8669
2026,1,2092,1293
839,2,2093,19046
1301,1,2094,11858
1476,2,2095,9368
458,3,2096,25043
139,4,2097,30573
2011,1,2098,1647
2064,1,2099,740
2015,1,2100,1603
217,3,2101,29279
322,2,2102,27154
1217,3,2103,13009
543,3,2104,23869
687,2,2105,21356
909,1,2106,17977
1902,1,2107,3249
1017,2,2108,16349
1410,1,2109,10511
457,3,2110,25092
1512,2,2111,9081
58,6,2112,31825
1204,1,2113,13203
1073,1,2114,15393
58,6,2115,31850
1039,1,2116,16103
99,4,2117,31189
560,1,2118,23687
329,4,2119,27120
1829,1,2120,4458
1662,1,2121,6987
281,4,2122,28263
1899,2,2123,3530
418,3,2124,25775
2087,1,2125,837
1157,1,2126,13919
913,3,2127,18027
628,3,2128,22635
475,3,2129,24947
1130,1,2130,14578
1949,1,2131,2976
1184,3,2132,13639
1950,1,2133,2984
1494,2,2134,9525
28,7,2135,32372
798,3,2136,19767
1356,2,2137,11485
640,3,2138,22474
1296,2,2139,12369
1174,2,2140,13831
409,3,2141,25977
1993,1,2142,2578
410,3,2143,25959
1832,1,2144,4663
1019,2,2145,16592
2122,1,2146,415
658,3,2147,22097
574,3,2148,23560
1533,1,2149,9193
696,2,2150,21480
1201,1,2151,13558
383,3,2152,26327
1712,1,2153,6532
1839,1,2154,4673
120,5,2155,30894
1989,1,2156,2730
1617,1,2157,8027
229,4,2158,29194
1189,2,2159,13735
1348,1,2160,11785
629,4,2161,22697
943,3,2162,17702
2120,1,2163,902
1570,2,2164,8719
880,3,2165,18921
658,3,2166,22191
1175,3,2167,14161
2102,1,2168,1216
2142,1,2169,480
3,10,2170,32743
188,4,2171,29836
1659,1,2172,7581
705,1,2173,21469
2029,1,2174,2418
619,3,2175,22946
354,4,2176,26742
2065,1,2177,1856
1383,2,2178,11459
854,2,2179,19335
1000,1,2180,17024
1612,1,2181,8249
890,1,2182,18901
1536,1,2183,9372
297,4,2184,28071
1516,2,2185,9682
1531,1,2186,9499
864,2,2187,19155
542,2,2188,24101
2049,1,2189,2352
1024,2,2190,16825
249,5,2191,28947
2099,1,2192,1620
1873,1,2193,4629
1408,2,2194,11252
2072,1,2195,2014
1829,1,2196,5312
186,6,2197,29866
921,2,2198,18407
1608,2,2199,8497
644,4,2200,22657
191,5,2201,29820
124,6,2202,30840
857,2,2203,19371
1065,1,2204,16328
1167,2,2205,14532
1286,1,2206,12939
1476,2,2207,10482
1552,1,2208,9399
1211,2,2209,13803
771,3,2210,20598
1003,3,2211,17235
580,4,2212,23670
775,2,2213,20557
1162,1,2214,14772
396,5,2215,26280
1121,1,2216,15491
1718,1,2217,7230
1287,1,2218,13021
2212,1,2219,127
2053,1,2220,2633
533,3,2221,24394
342,5,2222,27093
870,3,2223,19320
2086,1,2224,2293
1209,2,2225,14017
1897,1,2226,4676
903,2,2227,18927
1770,1,2228,6533
2112,1,2229,1908
1537,1,2230,9799
719,3,2231,21467
1635,1,2232,8481
1751,1,2233,6841
1674,1,2234,8038
1133,3,2235,15350
1476,1,2236,10671
2013,1,2237,3253
1137,2,2238,15301
786,3,2239,20511
258,4,2240,28834
274,3,2241,28634
1602,1,2242,9118
1183,2,2243,14588
659,2,2244,22546
913,2,2245,18862
2207,1,2246,750
53,6,2247,31971
297,1,2248,28178
841,1,2249,19662
323,2,2250,27503
1481,1,2251,10747
32,8,2252,32318
204,2,2253,29747
1913,1,2254,4807
323,4,2255,27550
497,3,2256,24979
464,3,2257,25525
1068,1,2258,16639
1988,1,2259,3842
2252,1,2260,132
1332,2,2261,12749
2220,1,2262,822
1164,2,2263,15129
1163,2,2264,15177
27,8,2265,32415
161,3,2266,30359
538,3,2267,24501
1447,1,2268,11387
66,4,2269,31800
1099,1,2270,16264
1689,2,2271,8176
105,6,2272,31198
873,2,2273,19476
2253,1,2274,292
1159,2,2275,15307
1552,1,2276,10110
700,3,2277,21987
367,3,2278,26860
1141,2,2279,15637
1675,1,2280,8445
81,6,2281,31628
1650,1,2282,8889
329,3,2283,27535
318,3,2284,27947
834,2,2285,20083
945,1,2286,18678
873,2,2287,19533
1103,1,2288,16343
1511,1,2289,10744
1608,1,2290,9483
1387,2,2291,12383
575,3,2292,24037
691,2,2293,22336
737,1,2294,21532
1887,2,2295,5809
2170,1,2296,1953
1747,1,2297,7735
1638,1,2298,9204
441,2,2299,25904
587,1,2300,23891
390,2,2301,26581
1168,1,2302,15420
1154,3,2303,15662
238,5,2304,29204
715,3,2305,21921
389,4,2306,26609
291,4,2307,28424
2295,1,2308,223
233,5,2309,29300
1953,1,2310,4885
798,2,2311,20742
141,6,2312,30699
536,3,2313,24704
807,1,2314,20644
48,6,2315,32130
855,2,2316,20024
1566,2,2317,10384
60,5,2318,31945
1181,3,2319,15437
702,4,2320,22376
2054,2,2321,3729
840,3,2322,20306
1824,1,2323,6990
2159,1,2324,2513
2042,2,2325,3922
239,5,2326,29282
106,5,2327,31340
347,3,2328,27344
339,3,2329,27528
259,3,2330,29029
2061,1,2331,3759
1936,1,2332,5472
476,3,2333,25621
1956,1,2334,5193
1724,2,2335,8353
2059,1,2336,3819
2133,1,2337,2954
100,5,2338,31468
2171,1,2339,2555
582,3,2340,24160
815,2,2341,20714
2105,1,2342,3280
1282,2,2343,13949
1863,1,2344,6533
1594,2,2345,10161
2024,1,2346,4374
1504,1,2347,11294
621,3,2348,23695
269,4,2349,28948
2312,1,2350,682
583,3,2351,24165
557,3,2352,24560
2169,1,2353,2699
196,3,2354,29883
813,2,2355,20759
1740,1,2356,8304
1641,1,2357,9613
1844,1,2358,7022
875,2,2359,19986
884,1,2360,19839
903,2,2361,19610
895,2,2362,19667
1385,1,2363,12921
255,3,2364,29129
1254,2,2365,14719
2107,1,2366,3608
1932,1,2367,5905
2198,1,2368,2572
542,3,2369,24790
2353,1,2370,252
708,2,2371,22507
35,6,2372,32294
723,1,2373,22220
1040,1,2374,17799
1157,3,2375,16196
1439,1,2376,12403
269,3,2377,28967
1693,1,2378,9208
715,2,2379,22441
1936,1,2380,5973
959,1,2381,19079
2014,1,2382,4864
1582,2,2383,10591
1981,1,2384,5396
2189,1,2385,2795
317,4,2386,28205
427,3,2387,26369
2354,1,2388,489
1898,1,2389,6520
280,4,2390,28841
896,3,2391,19819
1847,1,2392,7253
1868,2,2393,7030
1009,2,2394,18468
1243,2,2395,15063
782,2,2396,21431
477,3,2397,25756
776,1,2398,21519
1133,2,2399,16710
1757,1,2400,8478
1216,1,2401,15501
468,3,2402,25867
1294,2,2403,14370
516,3,2404,25180
1837,1,2405,7586
2085,1,2406,4257
2076,1,2407,4385
352,3,2408,27484
837,2,2409,20714
335,3,2410,27955
210,4,2411,29804
1132,1,2412,16821
2205,1,2413,2927
980,1,2414,18994
409,5,2415,26625
1324,2,2416,13950
279,5,2417,28859
1295,1,2418,14482
2316,1,2419,1621
813,3,2420,21093
1826,2,2421,7835
158,5,2422,30587
2283,1,2423,2110
1027,2,2424,18427
1673,1,2425,9763
1935,1,2426,6466
1674,2,2427,9745
569,3,2428,24658
2007,2,2429,5618
203,4,2430,29847
2036,2,2431,5127
2011,2,2432,5578
115,6,2433,31160
1345,1,2434,13824
1852,1,2435,7654
836,2,2436,20776
238,4,2437,29429
1695,1,2438,9606
1687,1,2439,9693
57,6,2440,31976
887,2,2441,20227
204,3,2442,29869
2248,1,2443,2735
523,3,2444,25301
1211,2,2445,15958
1638,1,2446,10410
1301,3,2447,14612
2313,1,2448,2006
2116,2,2449,4355
199,5,2450,29905
352,3,2451,27740
110,5,2452,31243
1892,1,2453,7295
1955,1,2454,6477
533,4,2455,25173
1084,1,2456,17688
1516,2,2457,11945
1941,1,2458,6675
2353,1,2459,1647
2448,1,2460,193
1449,2,2461,12811
537,3,2462,25113
729,2,2463,22558
1541,1,2464,11704
432,4,2465,26461
1688,1,2466,9922
2141,2,2467,4224
783,3,2468,21682
729,3,2469,22603
1843,1,2470,8093
984,2,2471,19264
1921,1,2472,7104
430,4,2473,26489
458,3,2474,26192
1353,2,2475,14010
1079,3,2476,17885
1800,2,2477,8643
2101,1,2478,4815
2175,1,2479,3935
866,3,2480,20675
1396,2,2481,13513
425,3,2482,26578
379,4,2483,27227
1738,1,2484,9476
1531,2,2485,11947
1777,1,2486,9093
2092,1,2487,4982
2257,1,2488,3157
368,3,2489,27409
1045,2,2490,18561
2453,1,2491,568
540,3,2492,25133
852,2,2493,20847
241,4,2494,29435
1631,3,2495,10833
1456,3,2496,12943
1048,3,2497,18567
2222,1,2498,3643
1612,2,2499,11064
1291,2,2500,15139
2452,1,2501,815
33,6,2502,32336
1795,2,2503,8977
2463,1,2504,652
2314,1,2505,2644
2139,1,2506,4611
1668,2,2507,10452
113,4,2508,31222
1686,1,2509,10303
866,2,2510,20745
1481,2,2511,12716
656,3,2512,23790
2009,1,2513,6423
109,5,2514,31357
482,3,2515,26013
1143,1,2516,17271
1767,1,2517,9383
1073,1,2518,18317
1711,2,2519,10090
1981,1,2520,6746
2426,1,2521,1378
1085,2,2522,18035
821,3,2523,21430
192,4,2524,30141
1204,2,2525,16548
562,3,2526,24999
88,5,2527,31593
270,4,2528,29175
812,2,2529,21563
445,2,2530,26450
1936,1,2531,7509
2078,1,2532,5795
659,3,2533,23846
1771,1,2534,9478
1817,2,2535,8986
312,4,2536,28659
1977,1,2537,7068
366,3,2538,27565
1766,3,2539,9542
853,3,2540,21064
146,4,2541,30801
2226,1,2542,4032
1319,2,2543,15041
77,5,2544,31743
327,3,2545,28404
1341,1,2546,14778
771,2,2547,22377
2375,1,2548,2445
2513,1,2549,508
1998,1,2550,6859
42,6,2551,32249
319,2,2552,28622
1986,1,2553,7076
724,2,2554,22992
1058,2,2555,18735
302,3,2556,28826
2555,1,2557,52
984,2,2558,19587
2231,1,2559,4142
1280,4,2560,15770
1426,2,2561,13699
892,4,2562,20719
1675,2,2563,10785
1284,3,2564,15705
2497,1,2565,954
701,5,2566,23336
2132,1,2567,5409
1757,2,2568,9886
245,5,2569,29530
2352,1,2570,2872
2492,1,2571,1113
485,4,2572,26106
367,4,2573,27777
629,2,2574,24412
2047,2,2575,6503
2545,1,2576,413
698,4,2577,23401
793,3,2578,22129
977,3,2579,19718
326,4,2580,28525
36,8,2581,32305
2116,1,2582,5801
1033,3,2583,19178
2222,1,2584,4442
1245,2,2585,16352
369,3,2586,27778
1147,2,2587,17644
1011,2,2588,19435
1153,1,2589,17575
1431,1,2590,13817
2562,1,2591,359
388,4,2592,27421
2366,1,2593,2918
2311,1,2594,3578
1724,2,2595,10466
1073,2,2596,18798
1094,2,2597,18546
1008,2,2598,19484
2123,1,2599,5871
362,4,2600,27957
